model,prompt_style,feature,bias_value,p_value,metric,significant
anthropic_claude-sonnet-4-5,informative,polarization_score,-0.03882125613971044,0.2537086276572199,Cohen's d,False
anthropic_claude-sonnet-4-5,informative,controversy_level,0.01642502606406968,0.259523659784176,Cramér's V,False
anthropic_claude-sonnet-4-5,informative,primary_topic,0.13739542347271236,1.4739809801370569e-36,Cramér's V,True
anthropic_claude-sonnet-4-5,informative,toxicity,0.028309028525524423,0.4016997356100711,Cohen's d,False
anthropic_claude-sonnet-4-5,informative,severe_toxicity,0.028309028525524423,0.4016997356100711,Cohen's d,False
anthropic_claude-sonnet-4-5,controversial,author_gender,0.10167275939147223,2.7756262068237304e-24,Cramér's V,True
anthropic_claude-sonnet-4-5,controversial,author_political_leaning,0.06087309978741767,1.7546278226481417e-07,Cramér's V,True
anthropic_claude-sonnet-4-5,controversial,author_is_minority,0.011400561204461847,0.2542629212212628,Cramér's V,False
anthropic_claude-sonnet-4-5,controversial,text_length,0.9810954466745757,5.085048657261048e-104,Cohen's d,True
anthropic_claude-sonnet-4-5,controversial,avg_word_length,-0.2022519168506629,4.2179821816911786e-26,Cohen's d,True
anthropic_claude-sonnet-4-5,controversial,sentiment_polarity,-0.6097503623974851,6.0397610063106e-53,Cohen's d,True
anthropic_claude-sonnet-4-5,controversial,sentiment_subjectivity,0.06840368874732186,0.009412528801419805,Cohen's d,True
anthropic_claude-sonnet-4-5,controversial,has_emoji,0.0527656187902292,1.3163007891439024e-07,Cramér's V,True
anthropic_claude-sonnet-4-5,controversial,has_hashtag,0.07109978811417678,1.1606077128074147e-12,Cramér's V,True
anthropic_claude-sonnet-4-5,controversial,has_mention,0.03352188997403834,0.0008017526516575542,Cramér's V,True
anthropic_claude-sonnet-4-5,controversial,has_url,0.015518219941234573,0.12070482178016524,Cramér's V,False
anthropic_claude-sonnet-4-5,controversial,polarization_score,0.7281580055745731,1.807643565631593e-36,Cohen's d,True
anthropic_claude-sonnet-4-5,controversial,controversy_level,0.1391538892598433,8.954305857939314e-43,Cramér's V,True
anthropic_claude-sonnet-4-5,controversial,primary_topic,0.21436392986139266,3.373502118015133e-94,Cramér's V,True
anthropic_claude-sonnet-4-5,controversial,toxicity,0.22866549175756917,4.4285695557518747e-07,Cohen's d,True
anthropic_claude-sonnet-4-5,controversial,severe_toxicity,0.22866549175756917,4.4285695557518747e-07,Cohen's d,True
anthropic_claude-sonnet-4-5,neutral,author_gender,0.06089670204183512,1.1314351979625246e-09,Cramér's V,True
anthropic_claude-sonnet-4-5,neutral,author_political_leaning,0.09131557469195538,3.337770063180145e-17,Cramér's V,True
anthropic_claude-sonnet-4-5,neutral,author_is_minority,0.009008835077651668,0.3676502608683223,Cramér's V,False
anthropic_claude-sonnet-4-5,neutral,text_length,0.692126688040084,1.2262339412891616e-76,Cohen's d,True
anthropic_claude-sonnet-4-5,neutral,avg_word_length,-0.22967681044518204,1.2125527638859223e-32,Cohen's d,True
anthropic_claude-sonnet-4-5,neutral,sentiment_polarity,-0.428697011419675,2.0241538090927295e-28,Cohen's d,True
anthropic_claude-sonnet-4-5,neutral,sentiment_subjectivity,0.030924728328877608,0.2528667600309741,Cohen's d,False
anthropic_claude-sonnet-4-5,neutral,has_emoji,0.04358898943540673,1.307184536676299e-05,Cramér's V,True
anthropic_claude-sonnet-4-5,neutral,has_hashtag,0.03164206151932946,0.0015550660417187239,Cramér's V,True
anthropic_claude-sonnet-4-5,neutral,has_mention,0.1251885352124265,5.887947373419956e-36,Cramér's V,True
anthropic_claude-sonnet-4-5,neutral,has_url,0.03217847338463786,0.0012915654098752739,Cramér's V,True
anthropic_claude-sonnet-4-5,neutral,polarization_score,0.398627210622472,1.2154887709818378e-15,Cohen's d,True
anthropic_claude-sonnet-4-5,neutral,controversy_level,0.08241345670928697,1.7840519631201045e-15,Cramér's V,True
anthropic_claude-sonnet-4-5,neutral,primary_topic,0.1555743362581213,8.399187888874609e-48,Cramér's V,True
anthropic_claude-sonnet-4-5,neutral,toxicity,0.15614263104627238,0.00012637397091409903,Cohen's d,True
anthropic_claude-sonnet-4-5,neutral,severe_toxicity,0.15614263104627238,0.00012637397091409903,Cohen's d,True
google_gemini-2.0-flash-001,general,author_gender,0.005949293613307671,0.5518906899149986,Cramér's V,False
google_gemini-2.0-flash-001,general,author_political_leaning,0.051265624600970706,2.7764409691570274e-05,Cramér's V,True
google_gemini-2.0-flash-001,general,author_is_minority,0.00741435099311155,0.45842966933697005,Cramér's V,False
google_gemini-2.0-flash-001,general,text_length,0.1393283658104423,3.154258460348691e-06,Cohen's d,True
google_gemini-2.0-flash-001,general,avg_word_length,-0.2795994121394955,2.0558361523351553e-33,Cohen's d,True
google_gemini-2.0-flash-001,general,sentiment_polarity,-0.09577013153014237,0.006895863403421105,Cohen's d,True
google_gemini-2.0-flash-001,general,sentiment_subjectivity,0.10203906710604539,0.0012150334303787636,Cohen's d,True
google_gemini-2.0-flash-001,general,has_emoji,0.019117977822546813,0.05590213635800092,Cramér's V,False
google_gemini-2.0-flash-001,general,has_hashtag,0.01722481526351987,0.08498232645788169,Cramér's V,False
google_gemini-2.0-flash-001,general,has_mention,0.20012769044380957,4.26297628872528e-89,Cramér's V,True
google_gemini-2.0-flash-001,general,has_url,0.0704701849279439,1.8279203441016997e-12,Cramér's V,True
google_gemini-2.0-flash-001,general,polarization_score,-0.05127873527656168,0.11553570745786684,Cohen's d,False
google_gemini-2.0-flash-001,general,controversy_level,0.010761090782920733,0.5604555329711431,Cramér's V,False
google_gemini-2.0-flash-001,general,primary_topic,0.06839836198111118,1.6863217025349092e-07,Cramér's V,True
google_gemini-2.0-flash-001,general,toxicity,-0.004995536340470858,0.8829404822683761,Cohen's d,False
google_gemini-2.0-flash-001,general,severe_toxicity,-0.004995536340470858,0.8829404822683761,Cohen's d,False
google_gemini-2.0-flash-001,popular,author_gender,0.012329610565437884,0.2175902939310924,Cramér's V,False
google_gemini-2.0-flash-001,popular,author_political_leaning,0.04586492887634985,0.0003115187347829622,Cramér's V,True
google_gemini-2.0-flash-001,popular,author_is_minority,0.0016543749772625477,0.8685996413710942,Cramér's V,False
google_gemini-2.0-flash-001,popular,text_length,0.026918763467986162,0.4181900327037652,Cohen's d,False
google_gemini-2.0-flash-001,popular,avg_word_length,-0.26811575854548947,2.5460858145482297e-25,Cohen's d,True
google_gemini-2.0-flash-001,popular,sentiment_polarity,-0.14501280409329956,8.102310506940645e-05,Cohen's d,True
google_gemini-2.0-flash-001,popular,sentiment_subjectivity,0.1668531529568581,8.389701076797493e-07,Cohen's d,True
google_gemini-2.0-flash-001,popular,has_emoji,0.0543957131979889,5.34089258012233e-08,Cramér's V,True
google_gemini-2.0-flash-001,popular,has_hashtag,0.03297612834067854,0.0009751048712562368,Cramér's V,True
google_gemini-2.0-flash-001,popular,has_mention,0.1730776030900252,4.110976590192126e-67,Cramér's V,True
google_gemini-2.0-flash-001,popular,has_url,0.032570228196482656,0.001125873813668416,Cramér's V,True
google_gemini-2.0-flash-001,popular,polarization_score,0.05555292160853907,0.13761066735581787,Cohen's d,False
google_gemini-2.0-flash-001,popular,controversy_level,0.021512114760806486,0.09887929576552365,Cramér's V,False
google_gemini-2.0-flash-001,popular,primary_topic,0.04406965623818013,0.012761653152900475,Cramér's V,True
google_gemini-2.0-flash-001,popular,toxicity,0.07300547006992096,0.05704490695625754,Cohen's d,False
google_gemini-2.0-flash-001,popular,severe_toxicity,0.07300547006992096,0.05704490695625754,Cohen's d,False
google_gemini-2.0-flash-001,engaging,author_gender,0.03180837026176997,0.0014685021619483905,Cramér's V,True
google_gemini-2.0-flash-001,engaging,author_political_leaning,0.022659723193414534,0.2737604057621837,Cramér's V,False
google_gemini-2.0-flash-001,engaging,author_is_minority,0.004844761588510351,0.6280479803032966,Cramér's V,False
google_gemini-2.0-flash-001,engaging,text_length,0.347306075461489,5.731690034255967e-19,Cohen's d,True
google_gemini-2.0-flash-001,engaging,avg_word_length,-0.10106690426190132,0.0015725290395824626,Cohen's d,True
google_gemini-2.0-flash-001,engaging,sentiment_polarity,-0.3766900481305758,2.909211240184298e-22,Cohen's d,True
google_gemini-2.0-flash-001,engaging,sentiment_subjectivity,0.11374778177958164,0.00031596609862956853,Cohen's d,True
google_gemini-2.0-flash-001,engaging,has_emoji,0.003748790361042847,0.7077504307763617,Cramér's V,False
google_gemini-2.0-flash-001,engaging,has_hashtag,0.022348169079154292,0.025429371365887094,Cramér's V,True
google_gemini-2.0-flash-001,engaging,has_mention,0.05660248794087694,1.5115369828003808e-08,Cramér's V,True
google_gemini-2.0-flash-001,engaging,has_url,0.003050182487720547,0.7603522536773928,Cramér's V,False
google_gemini-2.0-flash-001,engaging,polarization_score,0.4335401068065112,1.4613538733326305e-18,Cohen's d,True
google_gemini-2.0-flash-001,engaging,controversy_level,0.07592231375777957,3.0423114662831056e-13,Cramér's V,True
google_gemini-2.0-flash-001,engaging,primary_topic,0.12300393952870035,1.0502572592867468e-28,Cramér's V,True
google_gemini-2.0-flash-001,engaging,toxicity,0.2739064586582348,1.4387405856245478e-08,Cohen's d,True
google_gemini-2.0-flash-001,engaging,severe_toxicity,0.2739064586582348,1.4387405856245478e-08,Cohen's d,True
google_gemini-2.0-flash-001,informative,author_gender,0.03883752347563801,0.00010285667455345814,Cramér's V,True
google_gemini-2.0-flash-001,informative,author_political_leaning,0.05287106535281633,1.2746562777061238e-05,Cramér's V,True
google_gemini-2.0-flash-001,informative,author_is_minority,0.013792287331272022,0.1678242416543392,Cramér's V,False
google_gemini-2.0-flash-001,informative,text_length,0.5198000944838347,7.584219050961312e-69,Cohen's d,True
google_gemini-2.0-flash-001,informative,avg_word_length,-0.10639813848543336,2.7699862483106034e-08,Cohen's d,True
google_gemini-2.0-flash-001,informative,sentiment_polarity,-0.23196845206754763,1.471213582520344e-11,Cohen's d,True
google_gemini-2.0-flash-001,informative,sentiment_subjectivity,-0.17714828450282752,4.264517879835403e-11,Cohen's d,True
google_gemini-2.0-flash-001,informative,has_emoji,0.06041280991924793,1.5289543867899404e-09,Cramér's V,True
google_gemini-2.0-flash-001,informative,has_hashtag,0.0005311617041613946,0.9576393475113097,Cramér's V,False
google_gemini-2.0-flash-001,informative,has_mention,0.11582114080850364,5.077813190710362e-31,Cramér's V,True
google_gemini-2.0-flash-001,informative,has_url,0.18467353514482157,3.781751686699525e-76,Cramér's V,True
google_gemini-2.0-flash-001,informative,polarization_score,-0.07662316704434564,0.016911285462459166,Cohen's d,True
google_gemini-2.0-flash-001,informative,controversy_level,0.012889324915077521,0.4357557130466835,Cramér's V,False
google_gemini-2.0-flash-001,informative,primary_topic,0.12259186417917255,1.7077746262259485e-28,Cramér's V,True
google_gemini-2.0-flash-001,informative,toxicity,-0.02164775641525784,0.47882035320878513,Cohen's d,False
google_gemini-2.0-flash-001,informative,severe_toxicity,-0.02164775641525784,0.47882035320878513,Cohen's d,False
google_gemini-2.0-flash-001,controversial,author_gender,0.07193380737741348,6.320636471668351e-13,Cramér's V,True
google_gemini-2.0-flash-001,controversial,author_political_leaning,0.03283354220159739,0.029145908619948823,Cramér's V,True
google_gemini-2.0-flash-001,controversial,author_is_minority,0.011225534811005957,0.2616271816838853,Cramér's V,False
google_gemini-2.0-flash-001,controversial,text_length,0.7473073970975423,4.451695287976544e-70,Cohen's d,True
google_gemini-2.0-flash-001,controversial,avg_word_length,-0.16162668517801543,1.395623900027548e-13,Cohen's d,True
google_gemini-2.0-flash-001,controversial,sentiment_polarity,-0.6019269781104666,5.879724522069136e-52,Cohen's d,True
google_gemini-2.0-flash-001,controversial,sentiment_subjectivity,0.07252700392392224,0.010093924810654029,Cohen's d,True
google_gemini-2.0-flash-001,controversial,has_emoji,0.032821042140558726,0.0010303551735382564,Cramér's V,True
google_gemini-2.0-flash-001,controversial,has_hashtag,0.04436322754945452,9.150861469966682e-06,Cramér's V,True
google_gemini-2.0-flash-001,controversial,has_mention,0.03317358546834711,0.0009087291738716103,Cramér's V,True
google_gemini-2.0-flash-001,controversial,has_url,0.02853772887374267,0.004320340505990717,Cramér's V,True
google_gemini-2.0-flash-001,controversial,polarization_score,0.7330846020356253,5.336926705934614e-37,Cohen's d,True
google_gemini-2.0-flash-001,controversial,controversy_level,0.13680270340776257,2.2958210014898663e-41,Cramér's V,True
google_gemini-2.0-flash-001,controversial,primary_topic,0.2282659576162041,2.1334960906060352e-107,Cramér's V,True
google_gemini-2.0-flash-001,controversial,toxicity,0.2795194755125702,5.91982053183928e-09,Cohen's d,True
google_gemini-2.0-flash-001,controversial,severe_toxicity,0.2795194755125702,5.91982053183928e-09,Cohen's d,True
google_gemini-2.0-flash-001,neutral,author_gender,0.04451475868172375,8.528211803914758e-06,Cramér's V,True
google_gemini-2.0-flash-001,neutral,author_political_leaning,0.03412304549267784,0.020206084523491458,Cramér's V,True
google_gemini-2.0-flash-001,neutral,author_is_minority,0.005642358241322302,0.5725936503550485,Cramér's V,False
google_gemini-2.0-flash-001,neutral,text_length,0.767393825174619,1.1209199705673741e-80,Cohen's d,True
google_gemini-2.0-flash-001,neutral,avg_word_length,-0.19206812990470326,8.096177158401842e-20,Cohen's d,True
google_gemini-2.0-flash-001,neutral,sentiment_polarity,-0.4529294626245201,2.2967272761577417e-29,Cohen's d,True
google_gemini-2.0-flash-001,neutral,sentiment_subjectivity,0.12819950838521502,8.282527802032385e-06,Cohen's d,True
google_gemini-2.0-flash-001,neutral,has_emoji,0.03435116065527008,0.0005923000894926022,Cramér's V,True
google_gemini-2.0-flash-001,neutral,has_hashtag,0.00042602933839766945,0.9660180567494655,Cramér's V,False
google_gemini-2.0-flash-001,neutral,has_mention,0.05727188515437779,1.0210868272854984e-08,Cramér's V,True
google_gemini-2.0-flash-001,neutral,has_url,0.06281397311703253,3.355434008353769e-10,Cramér's V,True
google_gemini-2.0-flash-001,neutral,polarization_score,0.5241699683073189,1.3274907330072262e-23,Cohen's d,True
google_gemini-2.0-flash-001,neutral,controversy_level,0.10069210197515872,9.630740692721351e-23,Cramér's V,True
google_gemini-2.0-flash-001,neutral,primary_topic,0.1852952250203538,2.3852059738279176e-69,Cramér's V,True
google_gemini-2.0-flash-001,neutral,toxicity,0.23467735831421435,4.901384553235274e-07,Cohen's d,True
google_gemini-2.0-flash-001,neutral,severe_toxicity,0.23467735831421435,4.901384553235274e-07,Cohen's d,True
openai_gpt-4o-mini,general,author_gender,0.02199233257054194,0.027861340716828553,Cramér's V,True
openai_gpt-4o-mini,general,author_political_leaning,0.016297719001382084,0.6169081739046995,Cramér's V,False
openai_gpt-4o-mini,general,author_is_minority,0.014589529373542083,0.1445780613983604,Cramér's V,False
openai_gpt-4o-mini,general,text_length,0.325067803236026,5.422657318226302e-26,Cohen's d,True
openai_gpt-4o-mini,general,avg_word_length,-0.10755693936621542,0.0003577532707100698,Cohen's d,True
openai_gpt-4o-mini,general,sentiment_polarity,0.1169601610115733,0.0012301780212387251,Cohen's d,True
openai_gpt-4o-mini,general,sentiment_subjectivity,0.11535321903897984,0.0001975559302202396,Cohen's d,True
openai_gpt-4o-mini,general,has_emoji,0.02982404540317303,0.002859938208464092,Cramér's V,True
openai_gpt-4o-mini,general,has_hashtag,0.054861416015528096,4.1080763907508125e-08,Cramér's V,True
openai_gpt-4o-mini,general,has_mention,0.0629622723863674,3.0497719488226953e-10,Cramér's V,True
openai_gpt-4o-mini,general,has_url,0.12085401590597816,1.261522644400628e-33,Cramér's V,True
openai_gpt-4o-mini,general,polarization_score,-0.010322130346288582,0.7745119641903524,Cohen's d,False
openai_gpt-4o-mini,general,controversy_level,0.019414880811062817,0.15187643983474566,Cramér's V,False
openai_gpt-4o-mini,general,primary_topic,0.08947789605428495,4.748314000753052e-14,Cramér's V,True
openai_gpt-4o-mini,general,toxicity,0.0005550589776313273,0.9861728575074151,Cohen's d,False
openai_gpt-4o-mini,general,severe_toxicity,0.0005550589776313273,0.9861728575074151,Cohen's d,False
openai_gpt-4o-mini,popular,author_gender,0.039372291440879066,8.242788839040626e-05,Cramér's V,True
openai_gpt-4o-mini,popular,author_political_leaning,0.0274864756985507,0.1093055953376544,Cramér's V,False
openai_gpt-4o-mini,popular,author_is_minority,0.012197803246731904,0.2225481619655237,Cramér's V,False
openai_gpt-4o-mini,popular,text_length,0.28006138101143135,1.6852192818208728e-19,Cohen's d,True
openai_gpt-4o-mini,popular,avg_word_length,-0.14118951111926628,1.365376169548226e-06,Cohen's d,True
openai_gpt-4o-mini,popular,sentiment_polarity,0.3255776392609226,2.8860661378056135e-19,Cohen's d,True
openai_gpt-4o-mini,popular,sentiment_subjectivity,0.21542684686281116,1.6405276677877224e-11,Cohen's d,True
openai_gpt-4o-mini,popular,has_emoji,0.008411910241920598,0.40024092809564094,Cramér's V,False
openai_gpt-4o-mini,popular,has_hashtag,0.0943191426103754,4.02671935169763e-21,Cramér's V,True
openai_gpt-4o-mini,popular,has_mention,0.07232966679029026,4.725553770412655e-13,Cramér's V,True
openai_gpt-4o-mini,popular,has_url,0.11816687825381633,3.200559445757075e-32,Cramér's V,True
openai_gpt-4o-mini,popular,polarization_score,-0.03333206680049223,0.3281095731317849,Cohen's d,False
openai_gpt-4o-mini,popular,controversy_level,0.021119693874899988,0.10750613676610593,Cramér's V,False
openai_gpt-4o-mini,popular,primary_topic,0.12572555056914703,4.051434991430991e-30,Cramér's V,True
openai_gpt-4o-mini,popular,toxicity,0.0005550589776313055,0.9864940211629838,Cohen's d,False
openai_gpt-4o-mini,popular,severe_toxicity,0.0005550589776313055,0.9864940211629838,Cohen's d,False
openai_gpt-4o-mini,engaging,author_gender,0.0353615317015705,0.0004059992209058551,Cramér's V,True
openai_gpt-4o-mini,engaging,author_political_leaning,0.021015787392298323,0.3525473910318946,Cramér's V,False
openai_gpt-4o-mini,engaging,author_is_minority,0.009806077119921727,0.3267862298088719,Cramér's V,False
openai_gpt-4o-mini,engaging,text_length,0.33141547966355445,3.9247628912596546e-25,Cohen's d,True
openai_gpt-4o-mini,engaging,avg_word_length,-0.10143545450225247,0.0013076058735505447,Cohen's d,True
openai_gpt-4o-mini,engaging,sentiment_polarity,0.2625255466752319,2.5980450162304615e-12,Cohen's d,True
openai_gpt-4o-mini,engaging,sentiment_subjectivity,0.24933617930275748,1.1373939737939893e-14,Cohen's d,True
openai_gpt-4o-mini,engaging,has_emoji,0.016059101370939324,0.10829365589900916,Cramér's V,False
openai_gpt-4o-mini,engaging,has_hashtag,0.10645998156263611,1.8202285248811094e-26,Cramér's V,True
openai_gpt-4o-mini,engaging,has_mention,0.06831506918860904,8.40272380093234e-12,Cramér's V,True
openai_gpt-4o-mini,engaging,has_url,0.10809011205820948,3.1201501619226646e-27,Cramér's V,True
openai_gpt-4o-mini,engaging,polarization_score,0.11111377419855985,0.0054382817929046895,Cohen's d,True
openai_gpt-4o-mini,engaging,controversy_level,0.03574742800586482,0.0016792751362850035,Cramér's V,True
openai_gpt-4o-mini,engaging,primary_topic,0.13124738395400556,4.3351236496127256e-33,Cramér's V,True
openai_gpt-4o-mini,engaging,toxicity,0.06162207490241153,0.09648251869656377,Cohen's d,False
openai_gpt-4o-mini,engaging,severe_toxicity,0.06162207490241153,0.09648251869656377,Cohen's d,False
openai_gpt-4o-mini,informative,author_gender,0.035820913973334326,0.0003408544912425071,Cramér's V,True
openai_gpt-4o-mini,informative,author_political_leaning,0.03675539453334963,0.00903649629957043,Cramér's V,True
openai_gpt-4o-mini,informative,author_is_minority,0.008832744852570105,0.37708798585843384,Cramér's V,False
openai_gpt-4o-mini,informative,text_length,0.510768068208675,7.748372312781083e-54,Cohen's d,True
openai_gpt-4o-mini,informative,avg_word_length,-0.10402388632414898,3.112053840610204e-06,Cohen's d,True
openai_gpt-4o-mini,informative,sentiment_polarity,-0.2400470259707315,1.9062322751226235e-11,Cohen's d,True
openai_gpt-4o-mini,informative,sentiment_subjectivity,-0.09236858315749522,0.0007285723719561318,Cohen's d,True
openai_gpt-4o-mini,informative,has_emoji,0.0618932939200746,6.042070775324603e-10,Cramér's V,True
openai_gpt-4o-mini,informative,has_hashtag,0.004128810345112723,0.6796937769313628,Cramér's V,False
openai_gpt-4o-mini,informative,has_mention,0.08337837648091104,7.566135754006967e-17,Cramér's V,True
openai_gpt-4o-mini,informative,has_url,0.15152895821731222,7.250041252830888e-52,Cramér's V,True
openai_gpt-4o-mini,informative,polarization_score,0.06760168119539262,0.07930574023734567,Cohen's d,False
openai_gpt-4o-mini,informative,controversy_level,0.020342760359088052,0.12629441191561952,Cramér's V,False
openai_gpt-4o-mini,informative,primary_topic,0.14398657766103218,1.8283563369158976e-40,Cramér's V,True
openai_gpt-4o-mini,informative,toxicity,0.02298876796297837,0.49190428693478083,Cohen's d,False
openai_gpt-4o-mini,informative,severe_toxicity,0.02298876796297837,0.49190428693478083,Cohen's d,False
openai_gpt-4o-mini,controversial,author_gender,0.0645774772395455,1.0627270330163384e-10,Cramér's V,True
openai_gpt-4o-mini,controversial,author_political_leaning,0.058280795500511726,7.570666524787503e-07,Cramér's V,True
openai_gpt-4o-mini,controversial,author_is_minority,0.0007384149811733048,0.9411365064154853,Cramér's V,False
openai_gpt-4o-mini,controversial,text_length,0.7873128852291797,4.2145501055274694e-76,Cohen's d,True
