model,prompt_style,feature,shap_importance,auroc
anthropic_claude-sonnet-4-5,popular,severe_toxicity,0.0005671165013281904,0.989756111111111
anthropic_claude-sonnet-4-5,engaging,author_gender,0.010695549205119895,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,author_political_leaning,0.018668526283007258,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,author_is_minority,0.005304006770810972,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,text_length,0.027725053209274236,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,avg_word_length,0.013812767411042317,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,sentiment_polarity,0.029299522865276154,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,sentiment_subjectivity,0.012866505482344338,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,has_emoji,0.003840495494121873,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,has_hashtag,0.011489256985082083,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,has_mention,0.03878622387033795,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,has_url,0.017576080074214594,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,polarization_score,0.022983412589012462,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,controversy_level,0.0032356566685810134,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,primary_topic,0.014785717209219468,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,toxicity,0.0028476389192089754,0.9850935555555556
anthropic_claude-sonnet-4-5,engaging,severe_toxicity,0.0031260402367826257,0.9850935555555556
anthropic_claude-sonnet-4-5,informative,author_gender,0.018872819244167005,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,author_political_leaning,0.022501918813196978,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,author_is_minority,0.006187536645160312,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,text_length,0.05180864255719907,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,avg_word_length,0.026739174869133145,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,sentiment_polarity,0.024461552691576384,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,sentiment_subjectivity,0.01461051678746539,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,has_emoji,0.0015151116165451795,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,has_hashtag,0.014448883865509955,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,has_mention,0.029844686299532484,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,has_url,0.03187604327770523,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,polarization_score,0.003160190888326611,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,controversy_level,0.0006250312576903308,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,primary_topic,0.017391632758062332,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,toxicity,0.0010156506137558642,0.9946747222222223
anthropic_claude-sonnet-4-5,informative,severe_toxicity,0.001160457544826051,0.9946747222222223
anthropic_claude-sonnet-4-5,controversial,author_gender,0.021284281520339485,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,author_political_leaning,0.018551990975766867,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,author_is_minority,0.0047861997815656174,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,text_length,0.04486194581564207,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,avg_word_length,0.013048485994942396,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,sentiment_polarity,0.03822422722879726,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,sentiment_subjectivity,0.015328336305499249,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,has_emoji,0.002624488416164984,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,has_hashtag,0.016875778982854226,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,has_mention,0.01836683843447049,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,has_url,0.008846261363677192,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,polarization_score,0.021154606687715072,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,controversy_level,0.003940225080274505,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,primary_topic,0.018423173230886027,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,toxicity,0.001622047683594784,0.9944016111111111
anthropic_claude-sonnet-4-5,controversial,severe_toxicity,0.0014658333234363195,0.9944016111111111
anthropic_claude-sonnet-4-5,neutral,author_gender,0.014518032991835614,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,author_political_leaning,0.024652517253898165,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,author_is_minority,0.004832267302464093,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,text_length,0.04219187412666285,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,avg_word_length,0.013175247055654609,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,sentiment_polarity,0.02817063410078008,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,sentiment_subjectivity,0.012370530630736808,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,has_emoji,0.0011461964764638947,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,has_hashtag,0.013972019321441046,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,has_mention,0.04353740102861572,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,has_url,0.014578639915757636,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,polarization_score,0.009898033554190569,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,controversy_level,0.0015323636038583504,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,primary_topic,0.017042072917089347,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,toxicity,0.0013529129180387526,0.9813693333333333
anthropic_claude-sonnet-4-5,neutral,severe_toxicity,0.0014345472692766214,0.9813693333333333
google_gemini-2.0-flash-001,general,author_gender,0.009686675606004232,0.984425111111111
google_gemini-2.0-flash-001,general,author_political_leaning,0.020357797717163034,0.984425111111111
google_gemini-2.0-flash-001,general,author_is_minority,0.006803878250274073,0.984425111111111
google_gemini-2.0-flash-001,general,text_length,0.021012464007076313,0.984425111111111
google_gemini-2.0-flash-001,general,avg_word_length,0.01621838822806522,0.984425111111111
google_gemini-2.0-flash-001,general,sentiment_polarity,0.016887894938333085,0.984425111111111
google_gemini-2.0-flash-001,general,sentiment_subjectivity,0.0159316597723367,0.984425111111111
google_gemini-2.0-flash-001,general,has_emoji,0.005349123218359241,0.984425111111111
google_gemini-2.0-flash-001,general,has_hashtag,0.014833339116184069,0.984425111111111
google_gemini-2.0-flash-001,general,has_mention,0.0607669611544004,0.984425111111111
google_gemini-2.0-flash-001,general,has_url,0.021654732847661964,0.984425111111111
google_gemini-2.0-flash-001,general,polarization_score,0.002551032730376065,0.984425111111111
google_gemini-2.0-flash-001,general,controversy_level,0.0005796324648920756,0.984425111111111
google_gemini-2.0-flash-001,general,primary_topic,0.014712814264364712,0.984425111111111
google_gemini-2.0-flash-001,general,toxicity,0.0007166881489632094,0.984425111111111
google_gemini-2.0-flash-001,general,severe_toxicity,0.0005452539740672998,0.984425111111111
google_gemini-2.0-flash-001,popular,author_gender,0.009211014318443225,0.9751511315781952
google_gemini-2.0-flash-001,popular,author_political_leaning,0.019135694279423732,0.9751511315781952
google_gemini-2.0-flash-001,popular,author_is_minority,0.007108643162096263,0.9751511315781952
google_gemini-2.0-flash-001,popular,text_length,0.015227374376139656,0.9751511315781952
google_gemini-2.0-flash-001,popular,avg_word_length,0.01701989156929619,0.9751511315781952
google_gemini-2.0-flash-001,popular,sentiment_polarity,0.018097998389046313,0.9751511315781952
google_gemini-2.0-flash-001,popular,sentiment_subjectivity,0.01653215137504256,0.9751511315781952
google_gemini-2.0-flash-001,popular,has_emoji,0.007996483839904527,0.9751511315781952
google_gemini-2.0-flash-001,popular,has_hashtag,0.012829648658177718,0.9751511315781952
google_gemini-2.0-flash-001,popular,has_mention,0.05154198737683496,0.9751511315781952
google_gemini-2.0-flash-001,popular,has_url,0.014610972999185706,0.9751511315781952
google_gemini-2.0-flash-001,popular,polarization_score,0.0031889361936261107,0.9751511315781952
google_gemini-2.0-flash-001,popular,controversy_level,0.0009266380086655889,0.9751511315781952
google_gemini-2.0-flash-001,popular,primary_topic,0.013383747356800643,0.9751511315781952
google_gemini-2.0-flash-001,popular,toxicity,0.0011123556509133581,0.9751511315781952
google_gemini-2.0-flash-001,popular,severe_toxicity,0.001008069915097604,0.9751511315781952
google_gemini-2.0-flash-001,engaging,author_gender,0.009989853216923542,0.9673875630991507
google_gemini-2.0-flash-001,engaging,author_political_leaning,0.017852611501881832,0.9673875630991507
google_gemini-2.0-flash-001,engaging,author_is_minority,0.00620514943965627,0.9673875630991507
google_gemini-2.0-flash-001,engaging,text_length,0.020368191486445985,0.9673875630991507
google_gemini-2.0-flash-001,engaging,avg_word_length,0.01569751955197817,0.9673875630991507
google_gemini-2.0-flash-001,engaging,sentiment_polarity,0.024259287377252626,0.9673875630991507
google_gemini-2.0-flash-001,engaging,sentiment_subjectivity,0.013065842307967937,0.9673875630991507
google_gemini-2.0-flash-001,engaging,has_emoji,0.0018857033135709132,0.9673875630991507
google_gemini-2.0-flash-001,engaging,has_hashtag,0.008542792640050385,0.9673875630991507
google_gemini-2.0-flash-001,engaging,has_mention,0.021477474041325273,0.9673875630991507
google_gemini-2.0-flash-001,engaging,has_url,0.010342648748126395,0.9673875630991507
google_gemini-2.0-flash-001,engaging,polarization_score,0.014015749193529489,0.9673875630991507
google_gemini-2.0-flash-001,engaging,controversy_level,0.0013691712683395912,0.9673875630991507
google_gemini-2.0-flash-001,engaging,primary_topic,0.015214372995962247,0.9673875630991507
google_gemini-2.0-flash-001,engaging,toxicity,0.0019877124352846243,0.9673875630991507
google_gemini-2.0-flash-001,engaging,severe_toxicity,0.0030499863675966703,0.9673875630991507
google_gemini-2.0-flash-001,informative,author_gender,0.012662210638167401,0.9909742222222222
google_gemini-2.0-flash-001,informative,author_political_leaning,0.021045261651260333,0.9909742222222222
google_gemini-2.0-flash-001,informative,author_is_minority,0.006219583779619658,0.9909742222222222
google_gemini-2.0-flash-001,informative,text_length,0.044704128601741604,0.9909742222222222
google_gemini-2.0-flash-001,informative,avg_word_length,0.029203525252647407,0.9909742222222222
google_gemini-2.0-flash-001,informative,sentiment_polarity,0.01906299620553565,0.9909742222222222
google_gemini-2.0-flash-001,informative,sentiment_subjectivity,0.013404354671287182,0.9909742222222222
google_gemini-2.0-flash-001,informative,has_emoji,0.0018762214651431332,0.9909742222222222
google_gemini-2.0-flash-001,informative,has_hashtag,0.016163889587781297,0.9909742222222222
google_gemini-2.0-flash-001,informative,has_mention,0.030255213834463748,0.9909742222222222
google_gemini-2.0-flash-001,informative,has_url,0.04633358789525331,0.9909742222222222
google_gemini-2.0-flash-001,informative,polarization_score,0.003106943755485679,0.9909742222222222
google_gemini-2.0-flash-001,informative,controversy_level,0.00040509845230211384,0.9909742222222222
google_gemini-2.0-flash-001,informative,primary_topic,0.01699496701395208,0.9909742222222222
google_gemini-2.0-flash-001,informative,toxicity,0.0009521320994619753,0.9909742222222222
google_gemini-2.0-flash-001,informative,severe_toxicity,0.0008877099543158026,0.9909742222222222
google_gemini-2.0-flash-001,controversial,author_gender,0.015011873592757003,0.9884135885691268
google_gemini-2.0-flash-001,controversial,author_political_leaning,0.018229658041198134,0.9884135885691268
google_gemini-2.0-flash-001,controversial,author_is_minority,0.004911565815392115,0.9884135885691268
google_gemini-2.0-flash-001,controversial,text_length,0.03686669726358396,0.9884135885691268
google_gemini-2.0-flash-001,controversial,avg_word_length,0.012641746741290098,0.9884135885691268
google_gemini-2.0-flash-001,controversial,sentiment_polarity,0.03467606462822938,0.9884135885691268
google_gemini-2.0-flash-001,controversial,sentiment_subjectivity,0.015066350084355005,0.9884135885691268
google_gemini-2.0-flash-001,controversial,has_emoji,0.0013925395114802268,0.9884135885691268
google_gemini-2.0-flash-001,controversial,has_hashtag,0.012702881262089176,0.9884135885691268
google_gemini-2.0-flash-001,controversial,has_mention,0.01412011880641948,0.9884135885691268
google_gemini-2.0-flash-001,controversial,has_url,0.012487523305054885,0.9884135885691268
google_gemini-2.0-flash-001,controversial,polarization_score,0.022188236708749323,0.9884135885691268
google_gemini-2.0-flash-001,controversial,controversy_level,0.0036843253916556615,0.9884135885691268
google_gemini-2.0-flash-001,controversial,primary_topic,0.020720225802648172,0.9884135885691268
google_gemini-2.0-flash-001,controversial,toxicity,0.001647366918935396,0.9884135885691268
google_gemini-2.0-flash-001,controversial,severe_toxicity,0.0021351815705794534,0.9884135885691268
google_gemini-2.0-flash-001,neutral,author_gender,0.011591986039454407,0.9780909117093984
google_gemini-2.0-flash-001,neutral,author_political_leaning,0.0165111103249403,0.9780909117093984
google_gemini-2.0-flash-001,neutral,author_is_minority,0.0058122762280832805,0.9780909117093984
google_gemini-2.0-flash-001,neutral,text_length,0.044637363400275354,0.9780909117093984
google_gemini-2.0-flash-001,neutral,avg_word_length,0.012642440714061794,0.9780909117093984
google_gemini-2.0-flash-001,neutral,sentiment_polarity,0.0322691038183454,0.9780909117093984
google_gemini-2.0-flash-001,neutral,sentiment_subjectivity,0.015845419844880616,0.9780909117093984
google_gemini-2.0-flash-001,neutral,has_emoji,0.001300461149258572,0.9780909117093984
google_gemini-2.0-flash-001,neutral,has_hashtag,0.007670262440497918,0.9780909117093984
google_gemini-2.0-flash-001,neutral,has_mention,0.020029486874810397,0.9780909117093984
google_gemini-2.0-flash-001,neutral,has_url,0.015876503789926076,0.9780909117093984
google_gemini-2.0-flash-001,neutral,polarization_score,0.0131960907724978,0.9780909117093984
google_gemini-2.0-flash-001,neutral,controversy_level,0.0025188670364595465,0.9780909117093984
google_gemini-2.0-flash-001,neutral,primary_topic,0.01773066277112566,0.9780909117093984
google_gemini-2.0-flash-001,neutral,toxicity,0.0016330970161569918,0.9780909117093984
google_gemini-2.0-flash-001,neutral,severe_toxicity,0.0018591618090283118,0.9780909117093984
openai_gpt-4o-mini,general,author_gender,0.009682489437006364,0.9634235555555555
openai_gpt-4o-mini,general,author_political_leaning,0.018445188764917825,0.9634235555555555
openai_gpt-4o-mini,general,author_is_minority,0.005972279544819817,0.9634235555555555
openai_gpt-4o-mini,general,text_length,0.02608085538237393,0.9634235555555555
openai_gpt-4o-mini,general,avg_word_length,0.01648911435203139,0.9634235555555555
openai_gpt-4o-mini,general,sentiment_polarity,0.015120868372691032,0.9634235555555555
openai_gpt-4o-mini,general,sentiment_subjectivity,0.014879411476191394,0.9634235555555555
openai_gpt-4o-mini,general,has_emoji,0.0014132569730049274,0.9634235555555555
openai_gpt-4o-mini,general,has_hashtag,0.009486151980537878,0.9634235555555555
openai_gpt-4o-mini,general,has_mention,0.015762659168896086,0.9634235555555555
openai_gpt-4o-mini,general,has_url,0.031078654644030965,0.9634235555555555
openai_gpt-4o-mini,general,polarization_score,0.0031057041674936365,0.9634235555555555
openai_gpt-4o-mini,general,controversy_level,0.0009294589666166857,0.9634235555555555
openai_gpt-4o-mini,general,primary_topic,0.014615875203105805,0.9634235555555555
openai_gpt-4o-mini,general,toxicity,0.0007662216259471306,0.9634235555555555
openai_gpt-4o-mini,general,severe_toxicity,0.0006036837757678622,0.9634235555555555
openai_gpt-4o-mini,popular,author_gender,0.010210658737141571,0.9630343888888888
openai_gpt-4o-mini,popular,author_political_leaning,0.0188534227069898,0.9630343888888888
openai_gpt-4o-mini,popular,author_is_minority,0.00594132215898543,0.9630343888888888
openai_gpt-4o-mini,popular,text_length,0.019670773229858378,0.9630343888888888
openai_gpt-4o-mini,popular,avg_word_length,0.015769461714609863,0.9630343888888888
openai_gpt-4o-mini,popular,sentiment_polarity,0.020775105309065223,0.9630343888888888
openai_gpt-4o-mini,popular,sentiment_subjectivity,0.015127483317400608,0.9630343888888888
openai_gpt-4o-mini,popular,has_emoji,0.0020827678269459186,0.9630343888888888
openai_gpt-4o-mini,popular,has_hashtag,0.015261997186816895,0.9630343888888888
openai_gpt-4o-mini,popular,has_mention,0.016863491663538153,0.9630343888888888
openai_gpt-4o-mini,popular,has_url,0.028372357798407882,0.9630343888888888
openai_gpt-4o-mini,popular,polarization_score,0.0025851857944451523,0.9630343888888888
openai_gpt-4o-mini,popular,controversy_level,0.0006455835182110684,0.9630343888888888
openai_gpt-4o-mini,popular,primary_topic,0.016708385208839743,0.9630343888888888
openai_gpt-4o-mini,popular,toxicity,0.000739024279433788,0.9630343888888888
openai_gpt-4o-mini,popular,severe_toxicity,0.0006785939405374067,0.9630343888888888
openai_gpt-4o-mini,engaging,author_gender,0.009324180844486493,0.9620590555555557
openai_gpt-4o-mini,engaging,author_political_leaning,0.017843404262762163,0.9620590555555557
openai_gpt-4o-mini,engaging,author_is_minority,0.005614963799408502,0.9620590555555557
openai_gpt-4o-mini,engaging,text_length,0.02127163704475523,0.9620590555555557
openai_gpt-4o-mini,engaging,avg_word_length,0.01397853605508709,0.9620590555555557
openai_gpt-4o-mini,engaging,sentiment_polarity,0.020910419076780654,0.9620590555555557
openai_gpt-4o-mini,engaging,sentiment_subjectivity,0.01586235818946998,0.9620590555555557
openai_gpt-4o-mini,engaging,has_emoji,0.0015484900906119002,0.9620590555555557
openai_gpt-4o-mini,engaging,has_hashtag,0.018740107648826568,0.9620590555555557
openai_gpt-4o-mini,engaging,has_mention,0.014918891310492687,0.9620590555555557
openai_gpt-4o-mini,engaging,has_url,0.023965048380995075,0.9620590555555557
openai_gpt-4o-mini,engaging,polarization_score,0.004680771521827453,0.9620590555555557
openai_gpt-4o-mini,engaging,controversy_level,0.0009586227010185633,0.9620590555555557
openai_gpt-4o-mini,engaging,primary_topic,0.016959676642274216,0.9620590555555557
openai_gpt-4o-mini,engaging,toxicity,0.0009417447118695457,0.9620590555555557
openai_gpt-4o-mini,engaging,severe_toxicity,0.0010089762276184627,0.9620590555555557
openai_gpt-4o-mini,informative,author_gender,0.011430620106876595,0.9841176027710858
openai_gpt-4o-mini,informative,author_political_leaning,0.020141721442201978,0.9841176027710858
openai_gpt-4o-mini,informative,author_is_minority,0.0058522353776917155,0.9841176027710858
openai_gpt-4o-mini,informative,text_length,0.03740677222187219,0.9841176027710858
openai_gpt-4o-mini,informative,avg_word_length,0.026908755439999016,0.9841176027710858
openai_gpt-4o-mini,informative,sentiment_polarity,0.01997488403720738,0.9841176027710858
openai_gpt-4o-mini,informative,sentiment_subjectivity,0.012131726186387082,0.9841176027710858
openai_gpt-4o-mini,informative,has_emoji,0.002507065404172842,0.9841176027710858
openai_gpt-4o-mini,informative,has_hashtag,0.015163348334339423,0.9841176027710858
openai_gpt-4o-mini,informative,has_mention,0.021474478272238737,0.9841176027710858
openai_gpt-4o-mini,informative,has_url,0.03968557278270875,0.9841176027710858
openai_gpt-4o-mini,informative,polarization_score,0.003073267385816471,0.9841176027710858
openai_gpt-4o-mini,informative,controversy_level,0.0007345179906518247,0.9841176027710858
openai_gpt-4o-mini,informative,primary_topic,0.016733251266483305,0.9841176027710858
openai_gpt-4o-mini,informative,toxicity,0.0007394446731481196,0.9841176027710858
openai_gpt-4o-mini,informative,severe_toxicity,0.0008863176636548977,0.9841176027710858
openai_gpt-4o-mini,controversial,author_gender,0.013757663542220595,0.9830968063942176
openai_gpt-4o-mini,controversial,author_political_leaning,0.019225459348765257,0.9830968063942176
openai_gpt-4o-mini,controversial,author_is_minority,0.005394597646124637,0.9830968063942176
openai_gpt-4o-mini,controversial,text_length,0.03859686515298642,0.9830968063942176
openai_gpt-4o-mini,controversial,avg_word_length,0.01356126003593345,0.9830968063942176
openai_gpt-4o-mini,controversial,sentiment_polarity,0.03178816118925187,0.9830968063942176
openai_gpt-4o-mini,controversial,sentiment_subjectivity,0.016097447315340054,0.9830968063942176
openai_gpt-4o-mini,controversial,has_emoji,0.00360724300243178,0.9830968063942176
openai_gpt-4o-mini,controversial,has_hashtag,0.009654138307698163,0.9830968063942176
openai_gpt-4o-mini,controversial,has_mention,0.009595402744942914,0.9830968063942176
openai_gpt-4o-mini,controversial,has_url,0.011789640508598973,0.9830968063942176
openai_gpt-4o-mini,controversial,polarization_score,0.020284549230874496,0.9830968063942176
openai_gpt-4o-mini,controversial,controversy_level,0.003958857154065714,0.9830968063942176
openai_gpt-4o-mini,controversial,primary_topic,0.019838245991060394,0.9830968063942176
openai_gpt-4o-mini,controversial,toxicity,0.0015313831111819702,0.9830968063942176
openai_gpt-4o-mini,controversial,severe_toxicity,0.001863808964572014,0.9830968063942176
openai_gpt-4o-mini,neutral,author_gender,0.009270291065796212,0.965191
openai_gpt-4o-mini,neutral,author_political_leaning,0.018034179380455158,0.965191
openai_gpt-4o-mini,neutral,author_is_minority,0.005312904951251597,0.965191
openai_gpt-4o-mini,neutral,text_length,0.03034885294846679,0.965191
openai_gpt-4o-mini,neutral,avg_word_length,0.013332332619567674,0.965191
openai_gpt-4o-mini,neutral,sentiment_polarity,0.018110257987777913,0.965191
openai_gpt-4o-mini,neutral,sentiment_subjectivity,0.017299802207842982,0.965191
openai_gpt-4o-mini,neutral,has_emoji,0.0022546425940040767,0.965191
openai_gpt-4o-mini,neutral,has_hashtag,0.007216240312134931,0.965191
openai_gpt-4o-mini,neutral,has_mention,0.009601692813825658,0.965191
openai_gpt-4o-mini,neutral,has_url,0.01893970480117565,0.965191
openai_gpt-4o-mini,neutral,polarization_score,0.013818164101518374,0.965191
openai_gpt-4o-mini,neutral,controversy_level,0.0015484554825335563,0.965191
openai_gpt-4o-mini,neutral,primary_topic,0.02141511306773773,0.965191
openai_gpt-4o-mini,neutral,toxicity,0.0011025448464622402,0.965191
openai_gpt-4o-mini,neutral,severe_toxicity,0.0016076508132567735,0.965191
